"date","site_no","precip_amount","min_temp","max_temp","min_humidity","max_humidity","specific_humidity","shortwave_radiation","wind_speed","ref_etr","ref_pet"
1979-01-01,"07144050",0,251.155555555556,261.161111111111,50.7972222222222,69.7722222222222,0.000681111111111111,93.1833333333333,5.65,0.7,0.486111111111111
1979-01-02,"07144050",0,250.194444444444,262.544444444444,51.3361111111111,68.8638888888889,0.000635555555555556,107.825,3.54166666666667,0.741666666666667,0.475
1979-01-03,"07144050",0,254.722222222222,266.725,49.9583333333333,73.4666666666667,0.00100694444444444,94.9055555555556,2.05555555555556,0.661111111111111,0.466666666666667
1979-01-04,"07144050",0.908333333333333,259.088888888889,265.013888888889,50.1111111111111,76.2194444444444,0.00107055555555556,74.5361111111111,4.38888888888889,0.905555555555556,0.6
1979-01-05,"07144050",1.11944444444444,259.261111111111,262.513888888889,48.525,76.5444444444445,0.000988333333333333,73.6222222222222,3.18333333333333,0.702777777777778,0.5
1979-01-06,"07144050",1.98333333333333,258.825,267.258333333333,55.7222222222222,74.3527777777778,0.00135138888888889,71.0527777777778,1.56666666666667,0.55,0.4
1979-01-07,"07144050",0,255.111111111111,266.472222222222,48.8,79.1888888888889,0.00113722222222222,98.9583333333333,4.28055555555556,0.766666666666667,0.5
1979-01-08,"07144050",0,251.061111111111,263.275,37.0277777777778,72.1972222222222,0.000739722222222222,110.836111111111,3.55833333333333,0.730555555555556,0.477777777777778
1979-01-09,"07144050",0,255.977777777778,266.388888888889,62.7666666666667,78.6833333333333,0.00101416666666667,109.75,2.64722222222222,0.766666666666667,0.525
1979-01-10,"07144050",0.636111111111111,258.588888888889,266.25,55.875,76.6083333333333,0.00122444444444444,71.1472222222222,3.32777777777778,0.769444444444444,0.5
1979-01-11,"07144050",0,262.666666666667,272.091666666667,61.0833333333333,78.3916666666667,0.00186611111111111,77.6833333333333,4.43333333333333,1.13888888888889,0.763888888888889
1979-01-12,"07144050",4.20555555555556,266.191666666667,274.669444444444,64.75,84.6361111111111,0.00272916666666667,86.0694444444445,3.76944444444444,0.863888888888889,0.605555555555556
1979-01-13,"07144050",4.99722222222222,255.644444444444,272.294444444444,51.95,93.8972222222222,0.00102833333333333,89.5777777777778,9.88611111111111,2.28611111111111,1.425
1979-01-14,"07144050",0,248.952777777778,258.094444444444,45.6333333333333,69.2444444444445,0.000514722222222222,112.380555555556,3.39444444444444,0.5,0.4
1979-01-15,"07144050",0,253.786111111111,271.788888888889,54.8472222222222,76.6611111111111,0.00147472222222222,101.891666666667,6.50833333333333,1.2,0.780555555555556
1979-01-16,"07144050",0,258.555555555556,271.883333333333,57.3444444444444,83.0527777777778,0.00168055555555556,105.736111111111,2.725,0.883333333333333,0.605555555555556
1979-01-17,"07144050",0.122222222222222,260.488888888889,269.541666666667,60.2722222222222,84.7388888888889,0.00147694444444444,107.825,2.19722222222222,0.825,0.597222222222222
1979-01-18,"07144050",14.275,264.291666666667,276.952777777778,53.7027777777778,92.9916666666667,0.00272638888888889,63.3222222222222,4.69166666666667,1.19722222222222,0.8
1979-01-19,"07144050",0,267.797222222222,276.669444444444,65.7305555555556,96.8,0.00273333333333333,114.283333333333,3.12777777777778,1.24722222222222,0.866666666666667
1979-01-20,"07144050",0,267.188888888889,275.305555555556,60.6166666666667,84.075,0.00246083333333333,101.577777777778,6.34444444444444,1.63611111111111,1.05833333333333
1979-01-21,"07144050",0,265.886111111111,273.122222222222,56.4305555555556,76.9194444444445,0.00190888888888889,119.955555555556,5.40277777777778,1.675,1.1
1979-01-22,"07144050",0,266.694444444444,277.908333333333,56.0305555555556,77.1222222222222,0.0026425,113.158333333333,5.56111111111111,1.82777777777778,1.19444444444444
1979-01-23,"07144050",3.05555555555556,258.411111111111,273.061111111111,54.2444444444444,87.4972222222222,0.00142305555555556,110.086111111111,8.53888888888889,1.95555555555556,1.24166666666667
1979-01-24,"07144050",2.63333333333333,254.852777777778,267.644444444444,61.5388888888889,76.0666666666667,0.00115805555555556,121.816666666667,3.25,0.825,0.6
1979-01-25,"07144050",2.53888888888889,263.205555555556,274.822222222222,60.3583333333333,92.2805555555556,0.00235888888888889,79.775,6.01666666666667,1.22222222222222,0.811111111111111
1979-01-26,"07144050",1.50277777777778,266.741666666667,273.097222222222,59.9055555555556,94.975,0.00228138888888889,85.0027777777778,5.09722222222222,1.29444444444444,0.894444444444444
1979-01-27,"07144050",0,263.105555555556,267.366666666667,53.6583333333333,78.1138888888889,0.00140194444444444,100.655555555556,6.19444444444444,1.26388888888889,0.830555555555556
1979-01-28,"07144050",0.05,255.569444444444,264.452777777778,53.0638888888889,75.2638888888889,0.000871666666666667,130.011111111111,3.81666666666667,0.902777777777778,0.6
1979-01-29,"07144050",7.525,253.75,265.169444444444,59.1166666666667,74.0111111111111,0.00103583333333333,87.3583333333333,2.70555555555556,0.6,0.452777777777778
1979-01-30,"07144050",2.88611111111111,259.288888888889,263.591666666667,53.0555555555556,86.5277777777778,0.00105944444444444,80.1027777777778,4.65,0.9,0.6
1979-01-31,"07144050",0,253.577777777778,264.544444444444,47.5722222222222,74.9611111111111,0.000636111111111111,135.863888888889,2.69166666666667,0.961111111111111,0.669444444444445
1979-02-01,"07144050",0,254.511111111111,270.619444444444,46.5916666666667,73.7583333333333,0.00121472222222222,126.825,5.11666666666667,1.31388888888889,0.894444444444444
1979-02-02,"07144050",0,255.794444444444,267.494444444444,52.5083333333333,79.5694444444444,0.00109361111111111,144.544444444444,3.48333333333333,1,0.7
1979-02-03,"07144050",0,252.583333333333,266.558333333333,47.35,75.2472222222222,0.000818333333333333,148.875,3.33055555555556,1.03611111111111,0.702777777777778
1979-02-04,"07144050",0,255.727777777778,265.633333333333,43.7111111111111,73.7583333333333,0.000884722222222222,121.827777777778,3.94444444444444,1.06111111111111,0.702777777777778
1979-02-05,"07144050",0,252.877777777778,266.625,38.3805555555556,70.9722222222222,0.0008375,151.613888888889,3.2,1.06111111111111,0.694444444444445
1979-02-06,"07144050",0,261.325,273.975,53.4472222222222,83.7222222222222,0.00185416666666667,145.355555555556,4.07777777777778,1.45833333333333,0.994444444444444
1979-02-07,"07144050",0,257.869444444444,270.972222222222,46.95,81.4027777777778,0.00138472222222222,142.697222222222,4.46111111111111,1.33333333333333,0.911111111111111
1979-02-08,"07144050",0,254.880555555556,271.127777777778,47.1194444444444,79.9055555555556,0.00124638888888889,105.919444444444,6.05833333333333,1.49444444444444,0.961111111111111
1979-02-09,"07144050",0,252.069444444444,270.097222222222,53.1611111111111,75.8388888888889,0.00114611111111111,144.061111111111,4.44444444444444,1.2,0.8
1979-02-10,"07144050",0,261.077777777778,274.969444444444,62.0555555555556,81.1277777777778,0.00181861111111111,153.941666666667,3.20833333333333,1.52777777777778,1.08611111111111
1979-02-11,"07144050",0,267.894444444444,278.277777777778,60.3805555555556,82.0666666666667,0.00265361111111111,150.858333333333,3.15,1.78611111111111,1.26666666666667
1979-02-12,"07144050",0,261.827777777778,272.086111111111,51.7472222222222,84.5083333333333,0.00159527777777778,155.833333333333,3.31111111111111,1.42222222222222,1.01666666666667
1979-02-13,"07144050",0,264.575,277.438888888889,61.6444444444444,82.9611111111111,0.00236305555555556,155.241666666667,3.08611111111111,1.66111111111111,1.2
1979-02-14,"07144050",0,271.85,279.941666666667,60.0305555555556,86.6111111111111,0.00361138888888889,158.947222222222,3.59722222222222,1.79166666666667,1.325
1979-02-15,"07144050",0,259.991666666667,278.372222222222,46.4833333333333,81.7333333333333,0.00197333333333333,162.430555555556,8.1,2.64166666666667,1.72222222222222
1979-02-16,"07144050",0,253.905555555556,261.436111111111,39.1777777777778,68.6222222222222,0.000645,158.630555555556,6.21111111111111,1.05555555555556,0.716666666666667
